Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Bulgaria,BGR,32315283606.3355,33533640178.6923,35524705563.8283,37356436983.8906,39760457560.5794,42592798158.9278,45520779748.2063,48864017869.2297,51806552050.9002,49948693651.0085,50610058210.3696,51579193177.2032,51595167185.5963,51850006768.6476,52802761608.2307,54635643698.3891,56786516853.9326,58950791931.772,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Burkina Faso,BFA,5046707523.52324,5380466456.43255,5614678393.87183,6052760301.03174,6323831618.4998,6871593161.43807,7301284780.41566,7714172808.44856,8276883001.25427,8522045465.25424,8979966766.07232,9575057057.97374,10192906645.5417,10783339866.97,11249917444.6573,11688050885.8802,12381635616.5773,13161938186.8,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Burundi,BDI,1462076190.5881,1492133656.85778,1558481669.66612,1539410093.7348,1613819909.2142,1628344288.44335,1716499707.8749,1775752462.2736,1862084450.49236,1933081018.33396,2032135246.50004,2114083183.17763,2208090293.90699,2316820971.52452,2415069278.13462,2320881501.74636,2306955748.5603,2318490757.99747,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Cabo Verde,CPV,948465609.657377,969632085.04843,1020546411.32196,1063167075.75349,1171578994.42458,1252563900.2118,1352565476.19448,1557758964.15815,1661358043.76208,1640251719.75984,1664310769.55229,1730365372.41875,1749086511.67248,1763128136.22015,1773904598.7102,1791765400.30868,1876082144.38247,1951374146.9488,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Cambodia,KHM,5241366891.85216,5631670884.44008,6002175104.92402,6512713850.50169,7186162900.36652,8138335730.42109,9014922681.30467,9935578323.29943,10600425244.3636,10609615490.7202,11242275198.9783,12037055707.6797,12917367180.2477,13867654629.7499,14858161721.6852,15903594933.6638,16995073300.8889,18201700723.3023,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Cameroon,CMR,17770523602.1425,18546755043.3587,19332618830.0545,20215577280.1935,21586386665.2998,22022574644.1204,22784042334.906,23900962052.9678,24734819036.7304,25278654623.5694,26143818509.6421,27223369236.2615,28460199046.8585,29998263824.8652,31763379465.2944,33558475339.5266,35118434874.4696,36364818792.9552,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Canada,CAN,1342736881188.7,1366514322196.39,1407646626140.14,1433016265611.16,1477238591688,1524530644076.37,1564525373435.42,1596797584439.46,1612771324291.35,1565201220603.96,1613464422811.13,1664146873841.15,1693194096275.46,1735100681636.87,1784650632037.56,1802512887794.11,1828002272029.79,1883707911710.79,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Central African Republic,CAF,1546822903.59629,1615884509.44258,1674323654.49258,1583952282.73051,1678908388.30676,1694156410.82443,1774986060.51015,1856769161.91103,1894909632.15881,1927298170.77486,1986015906.25044,2051568713.7193,2135945588.04806,1352054573.12882,1366116184.69614,1431688205.2978,1496562091.9823,1560913334.86281,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Chad,TCD,3858672132.83035,4308521325.94343,4674366911.82481,5362511643.5076,7165890624.73454,8407921034.68586,8462426392.92879,8739274636.73703,9006057733.52815,9385905829.95638,10657705536.4978,10666537555.594,11614000868.1864,12275999075.9554,13123041176.3602,13486244396.1105,12642608725.1014,12269174945.5376,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Chile,CHL,144524703666.117,149298423006.472,153937081014.428,160234720403.17,171786906198.963,181652337025.042,193127635486.362,202601172713.024,209752043005.204,206471018816.037,218537551220.071,231892203586.311,244225687257.03,254104626803.632,258593994337.717,264555250851.642,267904170064.212,271895690380.202,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,China,CHN,2237080553585.02,2423651070682.23,2644946068879.54,2910382356610.87,3204657620171.13,3569853222249.4,4023919953922.87,4596579616811.11,5040346714259.97,5514129888591.98,6100620488867.55,6682402684926.16,7207389755117.65,7766512755882.13,8333286913499.17,8908300778495.9,9505156930655.12,10161012758870.3,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Colombia,COL,192514504219.126,195744701827.503,200646110923.513,208507971113.511,219627747225.395,229964649994.772,245554885937.816,262372092382.341,270917678590.899,274183380149.231,286103648654.545,307168118234.167,319157056433.177,333732543571.171,349512460297.654,359843859560.975,366906206488.802,373470864986.894,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Comoros,COM,702240545.264826,718623164.81723,735330757.160477,750801172.387707,765214000.725441,786927314.303075,807756929.940697,814219327.456845,846787872.504037,873886042.238708,907093130.313521,944282560.395418,974502179.30529,1018353551.59947,1039739041.74774,1051175803.4746,1074177605.66154,1103262670.44198,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,"Congo, Dem. Rep.",COD,13660045126.8279,13373160543.8866,13767369914.346,14535289345.1274,15514731493.4809,16466583721.9743,17342767276.9549,18428333938.383,19575662524.8682,20134560220.3573,21565720044.4634,23048292322.5825,24681701508.4285,26775192727.4219,29310880617.2735,31338076169.6075,32089995419.0273,33277598255.133,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,"Congo, Rep.",COG,7627595733.65268,7917642833.95722,8280418940.53943,8347760613.01877,8637981498.28454,9307922523.85313,9888364294.38467,9731908344.8726,10274192976.075,11041566540.1611,12007880438.6232,12418629883.7549,12890534256.7459,13334059545.5669,14238097603.1698,14614906845.3719,14205686707.8991,13765310419.9542,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Costa Rica,CRI,24457392015.5208,25311069829.7044,26144247771.1994,27256810179.9435,28438822144.3142,29539652924.8185,31677654057.4805,34265051943.7656,35858239193.411,35510217657.9718,37268635287.1516,38873833296.214,40738579948.5669,41662949490.2877,43127543220.558,44693819767.6403,46591514831.1793,48119932948.4092,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Cote d'Ivoire,CIV,22300414201.6886,22327480641.4857,21955138165.9699,21656650171.2742,21923410906.1317,22300767039.1796,22638811513.3749,23038394863.9785,23624224724.0402,24392355457.3384,24884505034.5564,23792758395.8868,26340131049.779,28681616270.2215,31203899801.8261,33963218673.8589,36670680111.0118,39495088684.8628,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Croatia,HRV,46758213878.7265,48372497795.3014,50913680942.5031,53755268599.0971,55859549093.45,58155133554.7504,60986019309.3113,64208308635.948,65515885554.0585,60738840025.7187,59844207748.9473,59640623500.9058,58268505767.632,57981971089.4384,57931229123.7756,59321921508.0542,61419621503.7389,63213911836.3636,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Cuba,CUB,38729221263.7745,39962758542.8036,40532156423.1685,42069435823.0969,44497068633.1936,49481477379.3051,55451844706.1798,59478833619.1821,61927474920.461,62826231727.1023,64328000000,66130664082.0884,68124437664.6088,69996226459.6195,70729490571.2058,73868565769.7899,74248073997.598,75572286635.3427,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Cyprus,CYP,18522105960.2649,19254198675.4967,19971019867.5497,20494913907.2848,21525059602.649,22569668874.1722,23633562913.9073,24838410596.0265,25744211920.5298,25225403973.5099,25562264900.6622,25665390728.4768,24926715231.7881,23481139072.8477,23173192052.9801,23627920529.8013,24764940397.351,25812847682.1192,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Czech Republic,CZE,151842446297.436,156259186051.078,158841359810.454,164564397261.529,172638854345.293,183918160040.841,196523032214.994,207533517468.878,213100153155.394,202865864673.465,207477857918.919,211166468131.897,209477465212.781,208464283376.749,214124330763.29,225492702210.936,231340463131.439,241262838218.161,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Denmark,DNK,298220951889.866,300675755568.694,302077941705.969,303256268808.649,311347732738.273,318622884652.143,331090534887.959,334100985495.393,332390304183.355,316081488955.962,321995350346.501,326299702617.764,327038668581.056,330091081644.537,335436494001.236,340825646884.154,347519725465.965,355304650098.016,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,1128611700.3618,..,..,..,..,..,..,..,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Dominica,DMA,388563789.431248,388319762.590653,377334668.196127,401308217.288013,413550905.78344,416264763.752959,435657537.909321,463338169.769905,496331284.969603,490525414.255223,493824407.407407,492719836.576082,487502987.612144,484540471.997873,505806447.783027,492905854.325292,505337165.397268,457177174.261579,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Dominican Republic,DOM,34399744511.2012,35245811857.9112,36830147546.1233,36334521972.6268,37268367977.0658,40782118016.1477,44523614464.9785,47825464215.3915,49360424527.5047,49827450735.0151,53982886258.2205,55674398434.0633,57187276663.7945,59975273688.4404,64555004673.9627,69095397696.4097,73664129264.5577,77017184251.8333,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Ecuador,ECU,46459371078.3637,48325007474.5456,50304775101.152,51674512421.7873,55917517445.674,58876285668.9747,61468918471.6664,62815127109.2433,66808366776.0763,67186830556.6821,69555367000,75028081292.3641,79261137178.2611,83181798259.0618,86333447251.9654,86418807383.1387,85358980969.676,87380611573.98,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,"Egypt, Arab Rep.",EGY,136353109167.326,141173535145.328,144547870670.123,149163941485.901,155267836791.515,162211017698.761,173312477287.801,185596566592.559,198878383179.716,208173162897.756,218888324504.753,222750766480.633,227709643593.141,232686160554.691,239471083953.09,249940805429.576,260804841091.541,271709667876.141,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,El Salvador,SLV,15762939192.2857,15901230435.7578,16152606987.4286,16404948034.2828,16551081023.1557,16999196207.0351,17737453513.314,18067472874.2886,18451808686.6695,18067384770.9256,18447922400,19151123032.2875,19690049938.4193,20157726890.3731,20556700057.1359,21045462140.7433,21588556595.1552,22089971817.9378,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Equatorial Guinea,GNQ,3369132140.08877,5504483893.3827,6575812458.086,7493483546.94777,10340911891.9249,12072880264.5669,13003085741.6938,14990232117.7878,17658359891.78,17895574579.7547,16298542027.9965,17361846462.6899,18805114508.9646,18027861797.9562,18102689377.1354,16453526925.8321,15049397649.8622,14309494798.3601,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Eritrea,ERI,1939336012.36364,2109133320.04651,2172521829.09089,2114830167.75909,2145531908.7939,2200767544.94132,2179437333.32658,2210534025.98508,1994276818.23643,2071584990.21171,2117039512.19512,2300794306.42964,..,..,..,..,..,..,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Estonia,EST,14121011168.8073,15014689085.8925,15927040858.0414,17108216227.3352,18185135022.5104,19889757107.0738,21932809902.7181,23632206205.7045,22351469214.5471,19060348608.4809,19490936349.1753,20971721297.2151,21875027647.655,22298647061.5152,22943236497.836,23327372037.3633,23808677023.3013,24964382783.2038,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Eswatini,SWZ,3134761586.47074,3167825951.57376,3306579867.18493,3434882228.42243,3559359414.14342,3772877432.00497,3998954542.31774,4176323195.41783,4210638536.03824,4276537086.12669,4438778424.30203,4538527974.08081,4752652120.81667,5057821995.48748,5155489045.37073,5175653650.92985,5342437662.18855,5442504422.78282,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Ethiopia,ETH,13074915711.7851,14160304516.1707,14374794288.769,14064103274.8829,15972968197.1422,17860775923.0952,19795942246.2104,22063798449.1645,24444156129.4695,26595865976.5256,29933790334.3418,33279878089.9327,36157859258.9667,39984181569.4229,44085556179.422,48667131302.6327,52347226227.4526,57710624012.0746,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,2301168186.90991,..,..,..,..,..,..,..,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Fiji,FJI,2689258981.99094,2743044147.33452,2830821574.15485,2859129746.53114,3010663631.43676,3031738288.38912,3087900727.57084,3061633390.88777,3093253763.44286,3050380106.78989,3140508835.9485,3225464089.99005,3270985505.31268,3425841168.87686,3617808676.11051,3756891966.94786,3771168285.97478,3914472684.17761,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Finland,FIN,209379586716.485,214783238498.075,218392295141.416,222747002753.638,231492177438.401,237927555871.426,247575988035.367,260412309865.555,262289019320.092,240600244424.183,247799815768.477,254170297403.145,250545347666.329,248646122996.035,247075355590.897,247409110553.877,252692239709.946,259348797027.169,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,France,FRA,2342736298465.86,2388523894567.11,2415238504666.61,2435032149085.55,2502882471990.15,2543121659233.15,2603519448238.71,2665001530699.71,2670206139232.81,2591666269727.4,2642609548930.36,2697555457635.09,2702483703549.71,2718056537417.43,2743812473469.65,2773101619290.33,2806036371233.86,2857089402048,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Gabon,GAB,12480560713.2671,12747049816.8665,12715305434.8118,13001060309.9028,13090708218.7965,13441042188.4756,13063808807.6346,13848696552.9606,13390522031.7449,13407974049.0581,14358584300.3006,15376859682.3653,16184310411.783,17096894961.6772,17834619899.8015,18526406863.2095,18913875956.0273,19007559999.2149,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,"Gambia, The",GMB,653003469.728368,690877672.512499,668424146.033001,714344883.547766,764706197.369318,757505143.313153,766020256.369495,793834647.462634,839358222.136542,893494274.620344,951806368.699129,910925126.116185,961934758.086175,1008001063.16696,998523478.736912,1057119309.33466,1061406947.78318,1109783032.00636,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Georgia,GEO,6331045822.16669,6635281198.84576,6998485748.13617,7772385448.94367,8222871318.73602,9011304085.19026,9860235676.2568,11100533051.2511,11368955405.9406,10953977075.561,11638536861.8315,12479016506.432,13271494211.6786,13721005571.9437,14355373148.1697,14768853661.9001,15189614370.6718,15923763449.3535,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Germany,DEU,3123907846524.82,3176872812245.88,3176872812245.88,3154319996078.94,3191224606760.15,3213777436171.33,3332692329600.37,3441355939341.45,3478602264776.63,3283144458441.96,3417094562648.95,3542160228939.6,3559587403262.56,3577014590829.77,3646039898346.43,3709597862509.39,3781698549834.74,3865759081373.6,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Ghana,GHA,18356121284.0331,19090366135.3945,19949432554.0813,20986803043.6895,22162064012.0001,23469626664.7482,24971662216.256,26057135212.3246,28441310733.8456,29819146303.3442,32174772955.9748,36694403096.1881,40104336702.7707,43036976358.6719,44283946425.9222,45248542333.6554,46808618404.8994,50620453224.9334,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Greece,GRC,251509982285.871,261901399087.378,272175455326.753,287946747179.798,302519710645.089,304332233457.662,321534411242.933,332060633925.509,330947657806.954,316714480468.733,299361576558.217,272022398082.022,252163419407.33,243989731226.599,245794711441.894,245079688980.546,244480923173.545,247784663293.158,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Greenland,GRL,1809246741.70089,1832206717.51925,1814412741.59421,1894827616.86314,2028626802.51062,2126686936.57652,2244839174.26788,2297647623.61978,2439323625.11335,2460447004.85411,2503156060.52524,2490727405.27373,2525452961.36271,2482655002.57819,2614551661.59919,2622659625.54009,2823634003.66281,..,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Grenada,GRD,646274551.793201,633194600.876292,654959547.879999,716944745.47362,712302884.452897,806847301.238685,774632469.576978,822066708.874271,829856141.34603,774975419.935199,771013259.259259,776911332.002809,767936889.427134,785994301.613538,843718324.581439,898080308.938223,931629123.871904,978762255.054155,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Guam,GUM,..,..,4357462610.12088,4397577340.70887,4680386191.35423,4845859455.02971,4660328826.06023,4698437820.11883,4779670149.55952,4794713173.53002,4895000000,4901017209.5882,5000301167.79348,5091562179.88117,5179814587.17476,5208897766.85106,5221935054.29215,5231963736.93915,..
